latitude,longitude,url,Name,Beds,Visitors,Bathrooms,Bedrooms,Amenities,PricePerNight,Total_Price,#_of_Amenities
38.1134,20.6352,https://www.airbnb.gr/rooms/636699966405693758?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Στούντιο παραλίας Lourdas με πισίνα. Κεφαλονιά Ελλάδα,2,3,1,0,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα σε πισίνα', 'Θέα στη θάλασσα', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Χώρος αποθήκευσης ρούχων', 'Τηλεόραση', 'Βρεφική κούνια', 'Καρεκλάκι μωρού', 'Κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Πιάτα και μαχαιροπίρουνα', 'Ηλεκτρική εστία', 'Βραστήρας', 'Τραπεζαρία', 'Πρόσβαση σε παραλία', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Χωρίς πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Πισίνα: κοινόχρηστη παροχή', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",107,1069,37
38.13146,20.54971,https://www.airbnb.gr/rooms/19050186?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Στούντιο για κεράσια,2,3,1,1,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Κεντρικός κλιματισμός', 'Θέρμανση', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Φούρνος', 'Καφετιέρα', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Μονώροφο σπίτι', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Ηλεκτρονική κλειδαριά']",77,764,31
38.18069,20.48464,https://www.airbnb.gr/rooms/43526036?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,"<meta content='Άνετο διαμέρισμα Αργοστολίου ""Dream Holidays""' itemprop=""name""/>",2,4,1,1,"['Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Σίδερο', 'Τηλεόραση', 'Κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Μαγειρικά είδη', 'Ιδιωτική είσοδος', 'Επιτρέπεται το κάπνισμα']",101,1005,17
38.331764221191406,20.54692649841309,https://www.airbnb.gr/rooms/18227320?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,STUDIO 3 GUESTS-MINA 'S APARTMENTS,2,3,1,1,"['Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Σίδερο', 'Τηλεόραση', 'Βρεφική κούνια', 'Κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Αίθριο ή μπαλκόνι', 'Πίσω αυλή', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Πρωινό', 'Ο οικοδεσπότης σας υποδέχεται']",99,983,26
38.1454,20.7787,https://www.airbnb.gr/rooms/31399829?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Harbour View - Διαμέρισμα με 2 υπνοδωμάτια με βεράντα,4,5,5,2,"['Πιστολάκι μαλλιών', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Τηλεόραση', 'Κλιματισμός', 'Θέρμανση', 'Ανιχνευτής καπνού', 'Πυροσβεστήρας', 'Wifi', 'Κουζίνα', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπεται το κάπνισμα']",109,1087,13
38.17419,20.48692,https://www.airbnb.gr/rooms/51365733?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Anna 's Apartment,3,4,1,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Μπανιέρα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Αφρόλουτρο/σαπούνι σώματος Palmolive ', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Τηλεόραση', 'Κλιματισμός', 'Κεντρική θέρμανση', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα', 'Ποτήρια κρασιού', 'Τραπεζαρία', 'Πρόσβαση σε παραλία: Δημόσιο ή κοινόχρηστο', 'Αίθριο ή μπαλκόνι', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",118,1175,40
38.17412,20.48583,https://www.airbnb.gr/rooms/831917233343436221?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Kavvadia House,2,4,1,1,"['Μπανιέρα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Τηλεόραση', 'Κλιματισμός', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Φούρνος', 'Βραστήρας', 'Ταψί', 'Καφές', 'Τραπεζαρία', 'Πρόσβαση σε παραλία', 'Επιτρέπεται το κάπνισμα', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Διατίθενται υπηρεσίες καθαρισμού κατά τη διάρκεια της διαμονής', 'Κουτί φύλαξης κλειδιών']",85,848,32
38.2022,20.5197,https://www.airbnb.gr/rooms/24741000?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Αγροτόσπιτο Κρούσου,2,4,1,1,"['Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ντους εξωτερικού χώρου', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'HDTV με Κλασική καλωδιακή τηλεόραση', 'Βιβλία και αναγνωστικό υλικό', 'Βρεφική κούνια', 'Πάρκο/κούνια ταξιδιού', 'Παιδικά βιβλία και παιχνίδια', 'Καρεκλάκι μωρού', 'Καλύμματα για πρίζες', 'Επιτραπέζια παιχνίδια', 'Κεντρικός κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα', 'Ποτήρια κρασιού', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Καφές', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Πίσω αυλή', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Μονώροφο σπίτι', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Ο οικοδεσπότης σας υποδέχεται', 'Κουτί φύλαξης κλειδιών']",118,1175,51
38.21535,20.42164,https://www.airbnb.gr/rooms/18520506?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,ammodares 50 t.m.,4,4,1,1,"['Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Σίδερο', 'Τηλεόραση', 'Κλιματισμός', 'Πυροσβεστήρας', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Καφετιέρα', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Πίσω αυλή', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Κλειδαριά με πληκτρολόγιο']",138,1373,25
38.16265,20.76394,https://www.airbnb.gr/rooms/37254443?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Διαμέρισμα Mirtera,1,4,1,1,"['Πιστολάκι μαλλιών', 'Ζεστό νερό', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Σίδερο', 'Τηλεόραση', 'Κλιματισμός', 'Θέρμανση', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Καφετιέρα', 'Αίθριο ή μπαλκόνι', 'Δωρεάν πάρκινγκ στην ιδιοκτησία']",101,1004,20
38.13108,20.61096,https://www.airbnb.gr/rooms/562003807954790029?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,Maria 's Sea View Apartment   (υπερυψωμένο ισόγειο),2,4,1,2,"['Θέα σε παραλία', 'Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα στη θάλασσα', 'Μπανιέρα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν GRANIER BOTANIC THERAPY', 'Μαλακτικό μαλλιών GARNIER BOTANIC THERAPY', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Απλώστρα ρούχων', 'Κουνουπιέρα', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Σύνδεση ethernet', 'HDTV 32"" με Κλασική καλωδιακή τηλεόραση', 'Κάγκελα παραθύρου', 'Κάγκελα ασφαλείας για μωρά', 'Κλιματισμός', 'Θέρμανση', 'Ανιχνευτής καπνού', 'Πυροσβεστήρας', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο DAVOLINE', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Ηλεκτρική κουζίνα Άλλο από ανοξείδωτο ατσάλι', 'Φούρνος από ανοξείδωτο ατσάλι', 'Καφετιέρα: κλασική καφετιέρα φίλτρου, μηχανή για εσπρέσο, Nespresso', 'Ποτήρια κρασιού', 'Ταψί', 'Καφές', 'Τραπεζαρία', 'Πρόσβαση σε παραλία: Δημόσιο ή κοινόχρηστο', 'Ιδιωτική είσοδος', 'Δωρεάν πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Δωρεάν πάρκινγκ σε ιδιωτικό δρόμο στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Μονώροφο σπίτι', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται', 'Διατίθενται υπηρεσίες καθαρισμού κατά τη διάρκεια της διαμονής']",73,725,55
38.1091,20.5829,https://www.airbnb.gr/rooms/12915076?adults=3&check_in=2023-08-20&check_out=2023-08-30&previous_page_section_name=1000,"Villa Gaia, an exclusive apparment full equiped.",2,3,1,1,"['Θέα στον κόλπο', 'Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα στη θάλασσα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Μαλακτικό', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Σύνδεση ethernet', 'HDTV 22"" με Κλασική καλωδιακή τηλεόραση', 'Ηχοσύστημα SONY με Bluetooth και Aux', 'Βιβλία και αναγνωστικό υλικό', 'Βρεφική κούνια', 'Παιδικά βιβλία και παιχνίδια για ηλικίες 0-2 ετών, 2-5 ετών, 5-10 ετών και 10 ετών και άνω', 'Καρεκλάκι μωρού', 'Βρεφικό μπάνιο', 'Καλύμματα για πρίζες', 'Προστατευτικά για γωνίες τραπεζιού', 'Κλιματιστικό παραθύρου', 'Κεντρική θέρμανση', 'Ανιχνευτής καπνού', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi – 6 Mbps', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Ηλεκτρική εστία', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα: καφετιέρα Keurig, καφετιέρα ""pour-over""', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Καφές', 'Τραπεζαρία', 'Πρόσβαση σε παραλία: Δημόσιο ή κοινόχρηστο', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Κοινόχρηστη παροχή', 'Πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Ψησταριά μπάρμπεκιου: ηλεκτρική', 'Είδη παραλίας', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Μονώροφο σπίτι', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται', 'Διατίθενται υπηρεσίες καθαρισμού κατά τη διάρκεια της διαμονής']",109,1081,65
